shipment_id,order_date,expected_date,received_date,store_id,product_id,supplier_id,quantity_ordered,quantity_received,is_late
SHIP01822,2025-11-14,2025-11-28,2025-12-05,S011,P0096,SUP009,81,81,True
SHIP01823,2025-10-10,2025-10-14,2025-10-17,S011,P0098,SUP023,87,87,True
SHIP01824,2025-09-09,2025-09-30,2025-10-05,S011,P0099,SUP013,63,63,True
SHIP01825,2025-10-26,2025-11-09,2025-11-09,S011,P0100,SUP015,72,72,False
SHIP01826,2025-12-13,2025-12-22,2025-12-22,S011,P0101,SUP004,54,54,False
SHIP01827,2025-11-12,2025-11-23,2025-11-23,S011,P0102,SUP008,57,57,False
SHIP01828,2025-10-03,2025-10-23,2025-10-23,S011,P0103,SUP011,57,57,False
SHIP01829,2025-10-07,2025-10-11,2025-10-11,S011,P0104,SUP019,30,30,False
SHIP01830,2025-10-20,2025-10-24,2025-10-24,S011,P0105,SUP019,60,60,False
SHIP01831,2025-10-25,2025-10-29,2025-10-29,S011,P0107,SUP023,60,60,False
SHIP01832,2025-11-22,2025-12-03,2025-12-03,S011,P0108,SUP008,57,57,False
SHIP01833,2025-08-24,2025-09-09,2025-09-14,S011,P0109,SUP029,42,42,True
SHIP01834,2025-12-08,2025-12-28,2025-12-28,S011,P0110,SUP028,33,33,False
SHIP01835,2025-12-12,2025-12-28,2025-12-28,S011,P0113,SUP007,33,33,False
SHIP01836,2025-10-31,2025-11-15,2025-11-18,S011,P0114,SUP024,42,42,True
SHIP01837,2025-11-30,2025-12-11,2025-12-11,S011,P0115,SUP008,45,45,False
SHIP01838,2025-12-29,2026-01-14,2026-01-14,S011,P0117,SUP007,42,42,False
SHIP01839,2025-10-08,2025-10-17,2025-10-17,S011,P0118,SUP004,60,60,False
SHIP01840,2025-10-25,2025-11-11,2025-11-11,S011,P0120,SUP014,60,60,False
SHIP01841,2025-10-08,2025-10-28,2025-10-28,S011,P0121,SUP028,39,39,False
SHIP01842,2025-07-06,2025-07-20,2025-07-20,S011,P0122,SUP022,54,54,False
SHIP01843,2025-10-25,2025-11-10,2025-11-16,S011,P0127,SUP007,57,57,True
SHIP01844,2025-10-12,2025-11-01,2025-11-01,S011,P0128,SUP005,60,60,False
SHIP01845,2025-10-07,2025-10-27,2025-10-27,S011,P0129,SUP006,60,60,False
SHIP01846,2025-09-19,2025-10-03,2025-10-03,S011,P0130,SUP015,30,30,False
SHIP01847,2025-12-23,2026-01-06,2026-01-08,S011,P0130,SUP015,30,30,True
SHIP01848,2025-12-12,2026-01-01,2026-01-01,S011,P0131,SUP028,51,51,False
SHIP01849,2025-09-30,2025-10-14,2025-10-14,S011,P0132,SUP015,42,42,False
SHIP01850,2025-12-28,2026-01-10,2026-01-10,S011,P0133,SUP002,48,48,False
SHIP01851,2025-12-25,2026-01-12,2026-01-16,S011,P0134,SUP003,48,48,True
SHIP01852,2025-09-27,2025-10-13,2025-10-13,S011,P0137,SUP007,57,57,False
SHIP01853,2025-12-30,2026-01-15,2026-01-15,S011,P0138,SUP029,39,39,False
SHIP01854,2025-09-03,2025-09-23,2025-09-23,S011,P0139,SUP006,39,39,False
SHIP01855,2025-12-15,2026-01-04,2026-01-04,S011,P0140,SUP001,54,54,False
SHIP01856,2025-11-29,2025-12-10,2025-12-10,S011,P0142,SUP010,60,60,False
SHIP01857,2025-10-21,2025-10-25,2025-10-25,S011,P0143,SUP023,54,54,False
SHIP01858,2025-09-20,2025-10-10,2025-10-10,S011,P0144,SUP005,36,36,False
SHIP01859,2026-01-12,2026-01-23,2026-01-23,S011,P0145,SUP010,60,60,False
SHIP01860,2025-08-13,2025-08-28,2025-08-28,S011,P0147,SUP024,42,42,False
SHIP01861,2025-08-21,2025-09-03,2025-09-05,S011,P0148,SUP002,51,51,True
SHIP01862,2025-08-25,2025-08-29,2025-09-01,S011,P0149,SUP019,42,42,True
SHIP01863,2025-12-07,2025-12-27,2025-12-27,S011,P0152,SUP028,90,90,False
SHIP01864,2025-11-17,2025-12-05,2025-12-05,S011,P0153,SUP003,66,66,False
SHIP01865,2025-09-12,2025-09-26,2025-09-26,S011,P0154,SUP022,93,93,False
SHIP01866,2025-12-12,2025-12-26,2025-12-26,S011,P0154,SUP022,93,93,False
SHIP01867,2025-09-21,2025-10-12,2025-10-12,S011,P0155,SUP013,87,87,False
SHIP01868,2025-10-01,2025-10-17,2025-10-17,S011,P0156,SUP029,90,90,False
SHIP01869,2026-01-03,2026-01-19,2026-01-19,S011,P0156,SUP029,90,90,False
SHIP01870,2025-10-02,2025-10-20,2025-10-20,S011,P0158,SUP020,84,84,False
SHIP01871,2025-12-07,2025-12-24,2025-12-24,S011,P0159,SUP014,87,87,False
SHIP01872,2025-10-01,2025-10-15,2025-10-15,S011,P0160,SUP030,69,68,False
SHIP01873,2025-12-20,2026-01-03,2026-01-03,S011,P0160,SUP030,69,69,False
SHIP01874,2025-11-01,2025-11-17,2025-11-17,S011,P0161,SUP007,63,63,False
SHIP01875,2025-10-23,2025-11-03,2025-11-03,S011,P0162,SUP008,114,114,False
SHIP01876,2025-09-25,2025-10-16,2025-10-21,S011,P0163,SUP013,117,117,True
SHIP01877,2025-08-08,2025-08-22,2025-08-22,S011,P0164,SUP022,105,105,False
SHIP01878,2025-12-02,2025-12-16,2025-12-16,S011,P0164,SUP022,105,105,False
SHIP01879,2025-09-06,2025-09-20,2025-09-20,S011,P0165,SUP015,108,108,False
SHIP01880,2026-01-08,2026-01-22,2026-01-22,S011,P0165,SUP015,108,108,False
SHIP01881,2025-09-03,2025-09-17,2025-09-17,S011,P0166,SUP030,96,96,False
SHIP01882,2025-10-29,2025-11-18,2025-11-18,S011,P0167,SUP001,87,87,False
SHIP01883,2025-09-26,2025-10-14,2025-10-18,S011,P0168,SUP020,63,63,True
SHIP01884,2025-09-05,2025-09-23,2025-09-23,S011,P0169,SUP003,72,72,False
SHIP01885,2025-12-17,2026-01-04,2026-01-04,S011,P0169,SUP003,72,72,False
SHIP01886,2025-09-07,2025-09-22,2025-09-22,S011,P0170,SUP017,90,90,False
SHIP01887,2025-12-17,2026-01-01,2026-01-01,S011,P0170,SUP017,90,90,False
SHIP01888,2025-09-26,2025-10-16,2025-10-16,S011,P0171,SUP005,114,114,False
SHIP01889,2025-09-28,2025-10-14,2025-10-14,S011,P0173,SUP029,72,72,False
SHIP01890,2025-12-19,2026-01-04,2026-01-04,S011,P0173,SUP029,72,72,False
SHIP01891,2025-09-14,2025-09-26,2025-09-26,S011,P0174,SUP012,75,75,False
SHIP01892,2025-12-20,2026-01-01,2026-01-03,S011,P0174,SUP012,75,75,True
SHIP01893,2025-11-27,2025-12-17,2025-12-17,S011,P0175,SUP006,66,66,False
SHIP01894,2025-09-23,2025-10-13,2025-10-13,S011,P0176,SUP027,90,90,False
SHIP01895,2026-01-15,2026-02-04,2026-02-04,S011,P0176,SUP027,90,90,False
SHIP01896,2025-11-22,2025-12-10,2025-12-10,S011,P0177,SUP020,75,75,False
SHIP01897,2025-09-26,2025-10-10,2025-10-10,S011,P0178,SUP022,120,120,False
SHIP01898,2025-08-16,2025-08-30,2025-08-30,S011,P0179,SUP030,60,60,False
SHIP01899,2025-10-20,2025-11-03,2025-11-03,S011,P0179,SUP030,60,60,False
SHIP01900,2025-10-23,2025-11-08,2025-11-14,S011,P0180,SUP029,84,84,True
SHIP01901,2025-09-15,2025-09-29,2025-10-01,S011,P0181,SUP009,75,75,True
SHIP01902,2025-12-20,2026-01-03,2026-01-03,S011,P0181,SUP009,75,75,False
SHIP01903,2025-10-06,2025-10-22,2025-10-26,S011,P0182,SUP029,75,75,True
SHIP01904,2025-10-23,2025-11-07,2025-11-07,S011,P0183,SUP024,66,66,False
SHIP01905,2025-07-24,2025-08-07,2025-08-12,S011,P0184,SUP009,117,117,True
SHIP01906,2025-12-15,2025-12-29,2025-12-30,S011,P0184,SUP009,117,117,True
SHIP01907,2025-10-06,2025-10-24,2025-10-26,S011,P0185,SUP020,120,120,True
SHIP01908,2025-09-30,2025-10-16,2025-10-16,S011,P0187,SUP007,96,96,False
SHIP01909,2025-10-13,2025-10-27,2025-10-27,S011,P0189,SUP009,105,105,False
SHIP01910,2025-10-05,2025-10-23,2025-10-23,S011,P0190,SUP003,60,60,False
SHIP01911,2025-12-27,2026-01-14,2026-01-14,S011,P0190,SUP003,60,60,False
SHIP01912,2025-08-23,2025-09-12,2025-09-12,S011,P0191,SUP027,111,111,False
SHIP01913,2025-09-24,2025-10-07,2025-10-07,S011,P0192,SUP002,93,93,False
SHIP01914,2025-08-02,2025-08-22,2025-08-22,S011,P0193,SUP011,90,90,False
SHIP01915,2025-11-15,2025-12-05,2025-12-05,S011,P0193,SUP011,90,90,False
SHIP01916,2025-10-26,2025-11-12,2025-11-12,S011,P0194,SUP021,108,108,False
SHIP01917,2025-09-04,2025-09-24,2025-09-24,S011,P0195,SUP006,60,60,False
SHIP01918,2025-11-19,2025-12-09,2025-12-09,S011,P0195,SUP006,60,60,False
SHIP01919,2025-12-21,2026-01-02,2026-01-02,S011,P0196,SUP018,60,60,False
SHIP01920,2025-10-17,2025-10-29,2025-10-29,S011,P0197,SUP018,81,81,False
SHIP01921,2025-09-12,2025-09-21,2025-09-21,S011,P0198,SUP004,93,93,False
SHIP01922,2025-10-19,2025-11-04,2025-11-04,S011,P0199,SUP029,72,72,False
SHIP01923,2025-12-30,2026-01-15,2026-01-15,S011,P0199,SUP029,72,72,False
SHIP01924,2025-09-21,2025-10-11,2025-10-11,S012,P0001,SUP001,24,24,False
SHIP01925,2026-01-06,2026-01-26,2026-01-26,S012,P0003,SUP005,18,18,False
SHIP01926,2025-11-04,2025-11-18,2025-11-18,S012,P0004,SUP022,15,15,False
SHIP01927,2026-01-14,2026-02-01,2026-02-05,S012,P0007,SUP003,27,27,True
SHIP01928,2025-09-04,2025-09-16,2025-09-16,S012,P0009,SUP018,30,30,False
SHIP01929,2025-10-18,2025-10-29,2025-10-29,S012,P0011,SUP008,21,21,False
SHIP01930,2025-12-25,2025-12-29,2025-12-29,S012,P0012,SUP019,21,21,False
SHIP01931,2025-11-04,2025-11-21,2025-11-21,S012,P0013,SUP026,18,18,False
SHIP01932,2025-10-12,2025-11-01,2025-11-01,S012,P0014,SUP025,15,15,False
SHIP01933,2025-10-16,2025-10-20,2025-10-20,S012,P0015,SUP023,18,18,False
SHIP01934,2025-12-12,2025-12-16,2025-12-16,S012,P0015,SUP023,18,18,False
SHIP01935,2025-10-18,2025-11-07,2025-11-07,S012,P0016,SUP011,18,18,False
SHIP01936,2025-07-03,2025-07-23,2025-07-25,S012,P0017,SUP005,27,27,True
SHIP01937,2025-08-06,2025-08-15,2025-08-15,S012,P0019,SUP004,21,21,False
SHIP01938,2025-10-25,2025-11-06,2025-11-06,S012,P0021,SUP012,30,30,False
SHIP01939,2025-11-19,2025-12-07,2025-12-07,S012,P0022,SUP020,27,27,False
SHIP01940,2025-09-13,2025-09-25,2025-10-02,S012,P0025,SUP018,30,30,True
SHIP01941,2025-07-15,2025-07-29,2025-07-29,S012,P0026,SUP030,15,15,False
SHIP01942,2025-11-29,2025-12-13,2025-12-13,S012,P0026,SUP030,15,15,False
SHIP01943,2025-11-08,2025-11-26,2025-12-02,S012,P0027,SUP003,24,24,True
SHIP01944,2025-11-09,2025-11-29,2025-11-29,S012,P0028,SUP027,24,24,False
SHIP01945,2025-10-11,2025-10-15,2025-10-15,S012,P0029,SUP019,27,27,False
SHIP01946,2025-12-10,2025-12-14,2025-12-14,S012,P0030,SUP023,24,24,False
SHIP01947,2025-11-27,2025-12-10,2025-12-10,S012,P0031,SUP002,18,18,False
SHIP01948,2025-08-07,2025-08-28,2025-09-02,S012,P0035,SUP013,30,30,True
SHIP01949,2025-12-04,2025-12-16,2025-12-16,S012,P0038,SUP012,24,24,False
SHIP01950,2025-09-06,2025-09-20,2025-09-20,S012,P0039,SUP022,27,27,False
SHIP01951,2025-12-24,2026-01-11,2026-01-11,S012,P0041,SUP020,15,15,False
SHIP01952,2025-10-05,2025-10-17,2025-10-17,S012,P0042,SUP018,24,24,False
SHIP01953,2025-11-16,2025-12-07,2025-12-07,S012,P0044,SUP013,27,27,False
SHIP01954,2025-09-18,2025-10-02,2025-10-02,S012,P0045,SUP030,21,21,False
SHIP01955,2025-11-09,2025-11-29,2025-11-29,S012,P0047,SUP027,30,30,False
SHIP01956,2025-12-20,2025-12-31,2025-12-31,S012,P0048,SUP008,21,21,False
SHIP01957,2025-12-20,2026-01-06,2026-01-11,S012,P0049,SUP026,15,15,True
SHIP01958,2026-01-09,2026-01-30,2026-02-06,S012,P0050,SUP013,24,24,True
SHIP01959,2025-09-06,2025-09-24,2025-09-25,S012,P0051,SUP003,90,90,True
SHIP01960,2025-10-14,2025-10-28,2025-11-04,S012,P0052,SUP030,66,66,True
SHIP01961,2025-09-14,2025-09-30,2025-09-30,S012,P0053,SUP007,45,45,False
SHIP01962,2025-11-19,2025-12-10,2025-12-10,S012,P0054,SUP013,51,51,False
SHIP01963,2025-09-02,2025-09-22,2025-09-22,S012,P0055,SUP005,90,90,False
SHIP01964,2025-09-19,2025-10-09,2025-10-09,S012,P0056,SUP005,51,51,False
SHIP01965,2025-10-22,2025-11-07,2025-11-13,S012,P0059,SUP029,66,66,True
SHIP01966,2025-11-21,2025-12-03,2025-12-03,S012,P0060,SUP012,72,72,False
SHIP01967,2025-09-29,2025-10-19,2025-10-19,S012,P0061,SUP005,87,87,False
SHIP01968,2025-09-03,2025-09-21,2025-09-21,S012,P0062,SUP003,54,54,False
SHIP01969,2025-10-13,2025-11-02,2025-11-02,S012,P0063,SUP028,48,48,False
SHIP01970,2025-09-18,2025-10-08,2025-10-08,S012,P0064,SUP005,78,78,False
SHIP01971,2025-11-13,2025-11-30,2025-11-30,S012,P0065,SUP026,75,75,False
SHIP01972,2025-12-16,2026-01-03,2026-01-03,S012,P0066,SUP020,54,54,False
SHIP01973,2025-09-04,2025-09-25,2025-09-25,S012,P0067,SUP013,48,48,False
SHIP01974,2025-08-23,2025-09-10,2025-09-10,S012,P0068,SUP020,57,57,False
SHIP01975,2025-12-10,2025-12-25,2025-12-25,S012,P0069,SUP017,60,60,False
SHIP01976,2025-11-10,2025-11-22,2025-11-26,S012,P0070,SUP018,78,78,True
SHIP01977,2025-10-18,2025-11-01,2025-11-01,S012,P0071,SUP022,69,69,False
SHIP01978,2025-09-15,2025-10-05,2025-10-05,S012,P0073,SUP025,75,75,False
SHIP01979,2025-10-17,2025-10-26,2025-10-30,S012,P0074,SUP004,54,54,True
SHIP01980,2025-10-04,2025-10-21,2025-10-21,S012,P0075,SUP014,81,81,False
SHIP01981,2025-11-11,2025-11-25,2025-11-25,S012,P0076,SUP015,69,69,False
SHIP01982,2025-10-14,2025-10-29,2025-10-29,S012,P0077,SUP024,90,90,False
SHIP01983,2025-10-22,2025-11-06,2025-11-06,S012,P0078,SUP017,60,60,False
SHIP01984,2025-09-25,2025-10-10,2025-10-10,S012,P0079,SUP017,57,57,False
SHIP01985,2025-12-27,2026-01-16,2026-01-16,S012,P0080,SUP028,48,48,False
SHIP01986,2025-10-01,2025-10-21,2025-10-21,S012,P0081,SUP027,54,54,False
SHIP01987,2025-09-10,2025-09-30,2025-09-30,S012,P0082,SUP005,90,90,False
SHIP01988,2025-10-01,2025-10-21,2025-10-21,S012,P0083,SUP025,87,87,False
SHIP01989,2025-09-14,2025-09-26,2025-09-26,S012,P0084,SUP018,81,81,False
SHIP01990,2025-12-20,2026-01-07,2026-01-10,S012,P0085,SUP020,78,78,True
SHIP01991,2025-12-21,2026-01-06,2026-01-06,S012,P0086,SUP016,45,45,False
SHIP01992,2025-12-05,2025-12-14,2025-12-14,S012,P0087,SUP004,57,57,False
SHIP01993,2025-11-14,2025-11-30,2025-12-06,S012,P0088,SUP029,90,90,True
SHIP01994,2025-08-06,2025-08-17,2025-08-23,S012,P0089,SUP008,84,84,True
SHIP01995,2025-11-19,2025-11-30,2025-11-30,S012,P0090,SUP008,48,48,False
SHIP01996,2025-09-02,2025-09-20,2025-09-20,S012,P0091,SUP003,69,65,False
SHIP01997,2025-07-19,2025-08-08,2025-08-08,S012,P0093,SUP025,66,66,False
SHIP01998,2026-01-17,2026-02-06,2026-02-06,S012,P0093,SUP025,66,66,False
SHIP01999,2025-12-14,2026-01-03,2026-01-03,S012,P0094,SUP005,75,75,False
SHIP02000,2025-11-09,2025-11-21,2025-11-28,S012,P0095,SUP018,54,54,True
SHIP02001,2025-11-29,2025-12-13,2025-12-17,S012,P0096,SUP009,66,66,True
SHIP02002,2025-10-22,2025-10-26,2025-10-26,S012,P0098,SUP023,78,78,False
SHIP02003,2025-10-22,2025-11-12,2025-11-12,S012,P0099,SUP013,81,81,False
SHIP02004,2025-10-19,2025-11-02,2025-11-02,S012,P0100,SUP015,48,48,False
SHIP02005,2025-07-01,2025-07-10,2025-07-10,S012,P0101,SUP004,60,60,False
SHIP02006,2025-12-19,2026-01-08,2026-01-08,S012,P0103,SUP011,51,51,False
SHIP02007,2025-10-25,2025-10-29,2025-10-29,S012,P0105,SUP019,36,36,False
SHIP02008,2025-07-20,2025-08-09,2025-08-09,S012,P0106,SUP001,51,51,False
SHIP02009,2025-11-01,2025-11-05,2025-11-05,S012,P0107,SUP023,39,39,False
SHIP02010,2025-10-29,2025-11-09,2025-11-09,S012,P0108,SUP008,42,42,False
SHIP02011,2025-07-13,2025-07-29,2025-07-29,S012,P0109,SUP029,54,54,False
SHIP02012,2025-09-19,2025-10-09,2025-10-09,S012,P0110,SUP028,54,54,False
SHIP02013,2025-12-26,2026-01-11,2026-01-11,S012,P0113,SUP007,48,48,False
SHIP02014,2025-12-28,2026-01-12,2026-01-12,S012,P0114,SUP024,39,39,False
SHIP02015,2025-09-17,2025-09-28,2025-09-28,S012,P0115,SUP008,51,51,False
SHIP02016,2025-09-28,2025-10-14,2025-10-16,S012,P0117,SUP007,57,57,True
SHIP02017,2025-10-29,2025-11-07,2025-11-08,S012,P0118,SUP004,33,33,True
SHIP02018,2025-11-28,2025-12-15,2025-12-22,S012,P0120,SUP014,51,51,True
SHIP02019,2025-10-11,2025-10-31,2025-10-31,S012,P0121,SUP028,45,45,False
SHIP02020,2025-07-30,2025-08-13,2025-08-13,S012,P0122,SUP022,51,51,False
SHIP02021,2025-12-02,2025-12-15,2025-12-18,S012,P0123,SUP002,60,60,True
SHIP02022,2025-10-04,2025-10-21,2025-10-21,S012,P0125,SUP026,33,33,False
SHIP02023,2025-10-05,2025-10-21,2025-10-27,S012,P0127,SUP007,48,48,True
SHIP02024,2025-07-02,2025-07-22,2025-07-22,S012,P0128,SUP005,54,54,False
SHIP02025,2026-01-09,2026-01-23,2026-01-27,S012,P0132,SUP015,57,57,True
SHIP02026,2025-10-01,2025-10-14,2025-10-14,S012,P0133,SUP002,42,42,False
SHIP02027,2026-01-16,2026-02-03,2026-02-03,S012,P0134,SUP003,54,54,False
SHIP02028,2025-12-01,2025-12-21,2025-12-23,S012,P0135,SUP006,39,39,True
SHIP02029,2025-10-28,2025-11-13,2025-11-16,S012,P0137,SUP007,60,60,True
SHIP02030,2025-11-21,2025-12-07,2025-12-08,S012,P0138,SUP029,45,45,True
SHIP02031,2025-11-16,2025-12-06,2025-12-06,S012,P0139,SUP006,30,30,False
SHIP02032,2025-11-28,2025-12-12,2025-12-12,S012,P0141,SUP009,51,51,False
SHIP02033,2025-08-25,2025-09-05,2025-09-05,S012,P0142,SUP010,54,54,False
SHIP02034,2025-11-30,2025-12-04,2025-12-04,S012,P0143,SUP023,57,57,False
SHIP02035,2025-11-25,2025-12-15,2025-12-15,S012,P0144,SUP005,51,51,False
SHIP02036,2025-09-17,2025-09-30,2025-10-01,S012,P0146,SUP002,51,51,True
SHIP02037,2025-09-23,2025-10-08,2025-10-08,S012,P0147,SUP024,33,33,False
SHIP02038,2025-12-09,2025-12-22,2025-12-23,S012,P0148,SUP002,60,60,True
SHIP02039,2026-01-01,2026-01-05,2026-01-05,S012,P0149,SUP019,30,30,False
SHIP02040,2025-12-14,2025-12-29,2025-12-29,S012,P0150,SUP017,45,45,False
SHIP02041,2025-11-19,2025-12-02,2025-12-02,S012,P0151,SUP002,87,87,False
SHIP02042,2025-10-18,2025-11-07,2025-11-07,S012,P0152,SUP028,108,108,False
SHIP02043,2025-11-16,2025-12-04,2025-12-07,S012,P0153,SUP003,69,69,True
SHIP02044,2025-08-25,2025-09-08,2025-09-08,S012,P0154,SUP022,75,75,False
SHIP02045,2025-11-28,2025-12-12,2025-12-12,S012,P0154,SUP022,75,75,False
SHIP02046,2025-10-21,2025-11-11,2025-11-11,S012,P0155,SUP013,72,72,False
SHIP02047,2025-10-31,2025-11-16,2025-11-16,S012,P0156,SUP029,99,99,False
SHIP02048,2025-08-23,2025-09-10,2025-09-10,S012,P0158,SUP020,84,84,False
SHIP02049,2025-12-04,2025-12-22,2025-12-27,S012,P0158,SUP020,84,84,True
SHIP02050,2025-12-26,2026-01-12,2026-01-19,S012,P0159,SUP014,78,78,True
SHIP02051,2025-09-20,2025-10-04,2025-10-04,S012,P0160,SUP030,69,69,False
SHIP02052,2025-10-10,2025-10-26,2025-10-26,S012,P0161,SUP007,78,78,False
SHIP02053,2025-10-20,2025-10-31,2025-10-31,S012,P0162,SUP008,78,78,False
SHIP02054,2025-12-07,2025-12-28,2025-12-28,S012,P0163,SUP013,90,90,False
SHIP02055,2025-08-05,2025-08-19,2025-08-26,S012,P0164,SUP022,99,99,True
SHIP02056,2025-11-22,2025-12-06,2025-12-06,S012,P0164,SUP022,99,99,False
SHIP02057,2025-08-07,2025-08-21,2025-08-24,S012,P0165,SUP015,120,120,True
SHIP02058,2025-12-17,2025-12-31,2025-12-31,S012,P0165,SUP015,120,120,False
SHIP02059,2025-11-10,2025-11-24,2025-11-25,S012,P0166,SUP030,114,114,True
SHIP02060,2025-08-09,2025-08-29,2025-08-29,S012,P0167,SUP001,102,102,False
SHIP02061,2026-01-13,2026-02-02,2026-02-02,S012,P0167,SUP001,102,102,False
SHIP02062,2025-10-07,2025-10-25,2025-10-25,S012,P0168,SUP020,114,114,False
SHIP02063,2025-11-22,2025-12-10,2025-12-10,S012,P0169,SUP003,72,72,False
SHIP02064,2025-10-28,2025-11-12,2025-11-12,S012,P0170,SUP017,60,60,False
SHIP02065,2025-10-20,2025-11-09,2025-11-09,S012,P0171,SUP005,63,63,False
SHIP02066,2026-01-05,2026-01-25,2026-01-25,S012,P0171,SUP005,63,63,False
SHIP02067,2025-10-24,2025-11-09,2025-11-11,S012,P0173,SUP029,99,99,True
SHIP02068,2025-10-23,2025-11-04,2025-11-07,S012,P0174,SUP012,105,105,True
SHIP02069,2025-09-30,2025-10-20,2025-10-20,S012,P0175,SUP006,75,75,False
SHIP02070,2026-01-08,2026-01-28,2026-01-28,S012,P0175,SUP006,75,75,False
SHIP02071,2025-10-29,2025-11-18,2025-11-20,S012,P0176,SUP027,114,114,True
SHIP02072,2025-09-02,2025-09-20,2025-09-25,S012,P0177,SUP020,72,72,True
SHIP02073,2025-12-04,2025-12-22,2025-12-22,S012,P0177,SUP020,72,72,False
SHIP02074,2025-08-26,2025-09-09,2025-09-09,S012,P0178,SUP022,96,96,False
SHIP02075,2025-12-30,2026-01-13,2026-01-13,S012,P0178,SUP022,96,96,False
SHIP02076,2025-10-13,2025-10-27,2025-10-27,S012,P0179,SUP030,117,117,False
SHIP02077,2025-11-09,2025-11-25,2025-11-25,S012,P0180,SUP029,90,90,False
SHIP02078,2025-10-16,2025-10-30,2025-10-30,S012,P0181,SUP009,96,96,False
SHIP02079,2025-10-14,2025-10-30,2025-10-30,S012,P0182,SUP029,117,117,False
SHIP02080,2025-11-17,2025-12-02,2025-12-02,S012,P0183,SUP024,81,81,False
SHIP02081,2025-09-21,2025-10-05,2025-10-05,S012,P0184,SUP009,96,96,False
SHIP02082,2025-12-29,2026-01-12,2026-01-12,S012,P0184,SUP009,96,96,False
SHIP02083,2025-09-27,2025-10-15,2025-10-15,S012,P0185,SUP020,87,87,False
SHIP02084,2025-10-19,2025-11-04,2025-11-04,S012,P0187,SUP007,72,72,False
SHIP02085,2025-08-20,2025-09-03,2025-09-03,S012,P0189,SUP009,99,99,False
SHIP02086,2025-11-22,2025-12-06,2025-12-06,S012,P0189,SUP009,99,99,False
SHIP02087,2025-10-28,2025-11-15,2025-11-16,S012,P0190,SUP003,108,108,True
SHIP02088,2025-10-05,2025-10-25,2025-10-26,S012,P0191,SUP027,111,111,True
SHIP02089,2025-08-23,2025-09-05,2025-09-07,S012,P0192,SUP002,111,111,True
SHIP02090,2026-01-04,2026-01-17,2026-01-17,S012,P0192,SUP002,111,111,False
SHIP02091,2025-11-29,2025-12-19,2025-12-24,S012,P0193,SUP011,78,78,True
SHIP02092,2025-10-04,2025-10-21,2025-10-21,S012,P0194,SUP021,78,78,False
SHIP02093,2026-01-07,2026-01-24,2026-01-24,S012,P0194,SUP021,78,78,False
SHIP02094,2025-11-23,2025-12-13,2025-12-13,S012,P0195,SUP006,87,87,False
SHIP02095,2025-11-03,2025-11-15,2025-11-16,S012,P0196,SUP018,93,93,True
SHIP02096,2025-10-31,2025-11-12,2025-11-19,S012,P0197,SUP018,72,72,True
SHIP02097,2025-11-08,2025-11-17,2025-11-17,S012,P0198,SUP004,120,120,False
SHIP02098,2025-09-13,2025-09-29,2025-09-29,S012,P0199,SUP029,108,108,False
SHIP02099,2026-01-03,2026-01-19,2026-01-19,S012,P0199,SUP029,108,108,False
SHIP02100,2026-01-01,2026-01-21,2026-01-21,S013,P0001,SUP001,30,30,False
SHIP02101,2025-09-05,2025-09-25,2025-09-25,S013,P0003,SUP005,21,18,False
SHIP02102,2025-09-25,2025-10-08,2025-10-10,S013,P0006,SUP002,30,30,True
SHIP02103,2025-08-01,2025-08-12,2025-08-12,S013,P0011,SUP008,24,24,False
SHIP02104,2025-11-24,2025-11-28,2025-11-28,S013,P0012,SUP019,15,15,False
SHIP02105,2025-09-05,2025-09-22,2025-09-22,S013,P0013,SUP026,18,18,False
SHIP02106,2025-10-25,2025-11-14,2025-11-14,S013,P0014,SUP025,18,18,False
SHIP02107,2025-10-14,2025-10-18,2025-10-18,S013,P0015,SUP023,30,25,False
SHIP02108,2025-11-26,2025-12-16,2025-12-16,S013,P0016,SUP011,18,18,False
SHIP02109,2025-09-30,2025-10-20,2025-10-20,S013,P0017,SUP005,30,30,False
SHIP02110,2025-12-04,2025-12-24,2025-12-24,S013,P0018,SUP025,18,18,False
SHIP02111,2025-12-01,2025-12-22,2025-12-22,S013,P0020,SUP013,24,24,False
SHIP02112,2025-09-23,2025-10-05,2025-10-05,S013,P0021,SUP012,27,27,False
SHIP02113,2025-12-21,2026-01-07,2026-01-07,S013,P0023,SUP026,27,27,False
SHIP02114,2025-12-09,2025-12-23,2025-12-23,S013,P0026,SUP030,30,30,False
SHIP02115,2025-07-31,2025-08-18,2025-08-18,S013,P0027,SUP003,24,24,False
SHIP02116,2025-10-25,2025-11-14,2025-11-14,S013,P0028,SUP027,24,24,False
SHIP02117,2025-09-01,2025-09-05,2025-09-07,S013,P0029,SUP019,27,27,True
SHIP02118,2025-10-07,2025-10-11,2025-10-11,S013,P0030,SUP023,15,15,False
SHIP02119,2025-10-03,2025-10-23,2025-10-23,S013,P0034,SUP028,30,30,False
SHIP02120,2025-12-19,2026-01-09,2026-01-15,S013,P0035,SUP013,21,21,True
SHIP02121,2025-10-31,2025-11-04,2025-11-05,S013,P0040,SUP023,18,18,True
SHIP02122,2025-08-23,2025-09-10,2025-09-10,S013,P0041,SUP020,30,30,False
SHIP02123,2025-12-17,2025-12-31,2025-12-31,S013,P0045,SUP030,21,21,False
SHIP02124,2025-09-26,2025-10-16,2025-10-16,S013,P0047,SUP027,18,18,False
